Gene ID	treated_1	treated_2	treated_3	untreated_1	untreated_2	untreated_3
MSGN1	0	0	0	0	0	0
LOC112267888	0	0	0	0	0	0
KCNS3	111	80	88	202	167	208
LOC105373451	1	0	0	0	0	0
LOC105373454	1	0	2	0	1	0
NT5C1B-RDH14	292	242	271	422	291	384
RDH14	391	341	348	559	391	524
LOC105373456	70	63	41	86	51	76
NT5C1B	5	8	3	11	4	9
LINC01376	98	73	77	46	31	57
LOC105373455	113	89	95	59	47	52
MIR4757	0	0	0	0	0	0
OSR1	7	6	13	5	2	6
LOC101928196	0	0	0	0	1	0
LOC105373458	0	0	2	0	0	0
LINC01808	0	0	0	1	7	1
LOC105373459	6	1	1	1	2	1
LOC105373461	0	0	0	1	0	0
LINC00954	33	16	15	17	20	24
TTC32	83	63	58	226	131	205
WDR35	848	626	695	1107	801	1133
WDR35-DT	23	23	19	25	18	11
MATN3	223	155	161	48	25	33
LAPTM4A	6829	5130	5524	6781	4742	6262
LAPTM4A-DT	4	1	3	10	2	4
LOC107985807	0	0	1	0	0	0
SDC1	5891	3857	4505	2250	1515	1867
PUM2	7257	5592	5875	53508	37752	52580
LOC105373465	0	0	0	2	0	1
RHOB	12618	9078	9761	10613	7033	9133
LOC107985856	3	0	0	1	4	1
LOC102724948	0	0	1	3	0	1
HS1BP3	1239	843	1041	1745	1216	1514
HS1BP3-IT1	0	1	0	11	8	2
LOC105373466	0	1	0	2	2	2
GDF7	11	12	5	11	5	15
LDAH	647	435	468	984	652	910
LINC02850	0	0	0	1	0	0
APOB	1	0	1	0	0	0
TDRD15	0	0	0	0	0	0
LOC105374317	0	0	0	0	0	0
LOC105374318	0	0	0	0	0	0
LOC100507562	0	0	0	0	0	0
LOC107984020	0	0	0	0	0	0
LOC101929230	0	0	0	0	0	0
LINC01822	0	0	0	0	0	0
LOC105374320	0	0	0	0	0	0
LINC01830	0	0	0	0	0	0
LINC01884	0	0	0	0	0	0
LOC107985857	0	0	0	0	0	0
LOC101929251	0	0	0	0	0	0
LOC107985792	0	0	0	0	0	0
LOC107985859	0	0	0	0	0	0
LOC107985858	0	0	0	0	0	0
LOC102723389	0	0	0	0	0	0
LINC02923	2	0	2	1	6	1
KLHL29	364	304	330	221	108	176
LOC105374325	0	2	2	4	0	1
LOC102723401	3	0	4	0	0	0
ATAD2B	1487	1160	1183	2461	1624	2483
UBXN2A	722	540	541	1058	740	1030
MFSD2B	24	26	14	37	35	29
WDCP	331	219	258	657	464	711
FKBP1B	259	167	208	435	294	389
SF3B6	1667	1317	1421	2826	2062	2785
FAM228B	147	90	97	227	163	207
TP53I3	355	219	242	3568	2460	3140
PFN4	56	43	57	91	71	90
LOC105374328	5	4	3	7	9	3
FAM228A	1	2	2	4	1	5
ITSN2	2268	1780	1826	2561	1755	2417
LOC105374329	2	0	0	0	0	1
NCOA1	1787	1278	1367	4548	3028	4436
PTRHD1	568	408	465	722	564	740
LOC105369164	12	9	7	27	19	18
CENPO	838	617	718	1800	1199	1738
ADCY3	946	689	756	1743	1176	1549
LOC105377626	25	17	19	41	23	23
DNAJC27	444	302	321	691	421	660
DNAJC27-AS1	73	57	60	159	121	160
EFR3B	1099	792	956	478	287	382
POMC	2	0	0	0	0	1
LINC01381	0	0	0	0	0	0
DNMT3A	3213	2107	2638	21900	14944	19480
MIR1301	2	0	0	5	0	4
DTNB	657	416	448	968	694	897
DTNB-AS1	71	53	57	109	78	90
LOC105374332	1	1	0	1	3	4
ASXL2	3225	2297	2511	4695	3179	4129
KIF3C	1765	1180	1436	1525	939	1240
RAB10	5648	4736	4806	8937	6206	8385
LOC105374333	8	1	9	16	6	10
GAREM2	30	14	22	37	40	45
HADHA	7133	5191	5740	11474	8415	11324
HADHB	3627	2608	3000	5161	3756	5222
LOC105374334	24	26	15	23	11	18
ADGRF3	98	59	93	181	116	138
SELENOI	3173	2289	2523	5632	4086	5808
DRC1	11	7	9	3	2	1
OTOF	10	7	4	7	8	13
FAM166C	2	0	1	2	1	0
CIB4	0	0	0	0	0	0
KCNK3	6	5	8	0	3	0
SLC35F6	1563	1063	1278	1500	973	1275
CENPA	76	42	59	549	325	432
DPYSL5	1	4	0	0	0	0
MAPRE3	988	682	808	608	345	509
MAPRE3-AS1	7	1	2	1	0	0
TMEM214	3120	1995	2546	3653	2550	3279
AGBL5-AS1	1	0	0	3	0	1
TRY-GTA2-1	0	0	0	0	0	0
AGBL5	1979	1395	1664	3334	2233	3036
OST4	2618	1644	2189	3460	2594	3562
EMILIN1	35	21	35	70	54	73
KHK	185	128	166	477	308	455
CGREF1	733	569	640	1125	779	1080
ABHD1	219	142	184	280	242	288
PREB	2149	1385	1767	2816	1958	2545
PRR30	0	0	2	0	0	1
TCF23	1	8	2	1	0	0
SLC5A6	3869	2521	3109	6024	4150	5266
ATRAID	1868	1262	1533	3622	2587	3721
CAD	5822	3767	4608	10999	6860	9576
SLC30A3	59	42	48	76	48	94
DNAJC5G	0	2	2	10	9	8
TRIM54	100	88	81	394	242	333
UCN	177	132	122	251	167	253
MPV17	2358	1657	2088	3999	2772	3629
GTF3C2	3473	2346	2718	5700	3686	5090
GTF3C2-AS1	381	283	322	685	459	597
GTF3C2-AS2	477	291	364	822	568	727
EIF2B4	1770	1140	1400	10504	7236	9412
SNX17	3526	2361	3066	24608	16652	22900
ZNF513	170	128	130	270	194	194
PPM1G	7171	4896	5714	9415	6308	8409
FTH1P3	15	12	16	25	13	13
NRBP1	6992	5100	5809	7575	5311	7093
KRTCAP3	287	189	254	814	588	767
IFT172	1122	836	955	2136	1439	2037
FNDC4	7	1	2	1	0	0
GCKR	6	3	2	0	1	1
C2orf16	79	58	75	163	114	131
ZNF512	609	409	501	943	755	1002
CCDC121	185	133	132	368	255	366
GPN1	1242	921	1045	2192	1560	2028
SUPT7L	1790	1190	1587	3500	2406	3294
SLC4A1AP	1131	816	948	1850	1288	1770
LINC01460	1	1	0	0	0	0
LOC105374378	0	0	0	0	0	0
MRPL33	796	552	663	1515	1113	1533
RBKS	133	113	113	151	143	177
BABAM2	774	556	640	1199	781	1109
BABAM2-AS1	52	44	54	78	51	73
LOC105374369	5	1	1	4	2	4
MIR4263	15	6	10	17	15	11
LOC100505736	0	0	0	1	0	0
LOC100505716	29	14	16	42	23	36
LOC105374381	3	1	1	5	0	5
LOC105374382	56	53	32	35	16	29
LOC105374383	7	5	8	13	8	11
FOSL2-AS1	51	38	53	67	41	59
FOSL2	11190	8006	8927	10436	7094	9159
LOC102723530	1	0	1	0	0	0
PLB1	11	11	8	5	5	6
LOC105374384	2	2	0	6	4	6
LOC100505774	1	0	2	4	6	4
PPP1CB-DT	64	45	44	199	131	175
PPP1CB	5459	4162	4280	10676	7612	10745
SPDYA	81	49	77	150	101	155
TRMT61B	477	325	387	914	675	870
WDR43	3281	2326	2572	4635	3199	4592
SNORD92	0	1	0	1	1	0
SNORD53	2	2	1	1	2	1
SNORD53B	6	1	2	1	7	1
TOGARAM2	19	12	15	2	4	6
PCARE	1	0	1	0	0	0
LOC105374386	1	1	0	0	0	0
CLIP4	105	78	102	12	13	15
ALK	2	1	1	0	0	1
LOC101929386	0	0	0	0	0	0
LOC105374389	0	0	0	0	0	0
LOC101929418	5	3	1	4	2	0
YPEL5	3521	2526	2710	3301	2368	3129
LOC105374414	5	2	8	0	1	0
SNORA10B	0	1	0	0	0	0
LBH	6	3	7	1	0	0
LOC102723594	0	0	0	0	0	0
LINC01936	0	0	0	0	0	0
LCLAT1	517	372	424	1007	660	916
CAPN13	798	529	605	186	107	131
LOC105374435	0	0	0	0	0	0
GALNT14	36	30	39	32	37	41
LOC107985861	0	0	0	0	0	0
CAPN14	7	2	5	1	1	2
EHD3	399	232	291	264	179	245
XDH	3	4	2	0	1	0
SRD5A2	13	5	6	5	0	5
LOC107985862	1	0	1	0	0	0
LOC107985863	3	0	0	1	0	1
LINC01946	0	0	0	0	0	0
MEMO1	1486	1060	1219	2093	1355	1878
DPY30	1086	783	870	2461	1726	2364
SPAST	979	786	796	1613	1046	1508
SLC30A6	1354	1083	1094	2236	1570	2115
NLRC4	24	20	25	20	9	16
YIPF4	2175	1750	1686	3109	2129	3140
BIRC6	9138	7096	7507	12951	8834	12445
MIR558	1	0	0	0	0	1
BIRC6-AS2	5	3	3	2	1	3
TTC27	578	456	527	1167	788	1082
MIR4765	0	0	0	1	0	0
LINC00486	20	8	11	26	12	10
LOC105374453	0	0	0	3	1	0
LTBP1	2185	1567	1773	2951	1993	2605
MIR4430	0	0	0	0	0	0
RASGRP3	19	18	16	3	3	2
RASGRP3-AS1	8	15	7	6	5	1
FAM98A	1772	1263	1399	2230	1516	2161
LOC105374455	0	2	6	2	4	3
LOC107985864	0	0	0	0	1	1
LINC01317	0	0	0	0	0	0
MYADML	0	2	0	0	0	0
LOC105374456	0	0	0	0	0	0
LINC01318	0	0	0	0	0	0
LOC105374457	0	0	0	0	0	0
LOC105374459	0	0	0	0	0	0
LINC01320	0	0	0	0	0	0
LOC107985865	0	0	0	0	0	0
LOC105374458	0	0	0	0	0	0
LOC105374461	0	0	0	0	0	0
LOC107985808	0	0	0	0	0	0
MIR548AD	0	0	0	0	0	0
LOC107985866	0	0	0	0	0	0
CRIM1-DT	90	61	48	82	34	70
CRIM1	2872	2159	2423	3081	2078	2733
FEZ2	1317	1031	1007	1686	1097	1512
VIT	8	2	10	84	28	72
STRN	2231	1663	1727	3325	2380	3371
HEATR5B	2871	2143	2372	3699	2443	3443
GPATCH11	327	230	281	549	408	591
EIF2AK2	2529	1936	2096	3290	2108	2893
SULT6B1	0	1	1	0	0	0
CEBPZOS	1294	909	1059	2319	1644	2177
CEBPZ	1854	1283	1462	3037	2190	3021
NDUFAF7	884	716	744	1289	896	1215
PRKD3	844	608	667	1333	962	1336
PRKD3-DT	0	0	2	0	0	1
QPCT	62	57	41	61	48	70
LOC107985868	0	0	0	0	0	0
LINC03063	1	0	0	0	0	0
CDC42EP3	84	57	53	96	55	64
LOC107985870	2	0	1	0	0	0
LOC105374465	0	0	0	0	0	0
LOC107985869	0	1	0	0	0	0
PIRAT1	0	1	0	0	1	0
RMDN2	377	264	285	654	459	651
RMDN2-AS1	1	3	1	2	0	2
LOC107985872	6	3	6	3	2	3
CYP1B1	1534	963	1132	9488	6332	8696
LOC105374466	3	0	0	1	3	5
CYP1B1-AS1	18	8	11	44	24	53
LOC107985871	3	0	1	11	6	14
LOC102723739	8	1	3	8	5	18
LOC105374467	0	0	0	0	0	0
ATL2	1981	1441	1540	2745	2003	2590
LOC105374468	0	0	0	0	0	2
LINC01883	0	0	0	0	0	0
LINC02613	2	2	3	5	1	3
HNRNPLL	1923	1664	1565	2569	1878	2416
GALM	227	138	201	457	287	408
SRSF7	4949	3520	4103	9930	6865	9689
GEMIN6	440	252	314	762	579	777
DHX57	1083	816	908	1872	1223	1844
LOC105374470	13	6	7	17	8	17
MORN2	191	169	161	398	283	368
ARHGEF33	15	6	13	5	5	12
LOC105374471	5	2	4	6	2	10
LOC375196	1	3	2	1	2	1
SOS1	4389	3265	3473	6643	4413	6246
CDKL4	10	5	9	4	3	8
MAP4K3	2193	1715	1731	2560	1808	2353
MAP4K3-DT	200	148	140	160	127	137
TMEM178A	140	117	113	137	114	109
THUMPD2	439	301	357	780	574	722
LOC112268436	0	0	0	0	0	0
SLC8A1-AS1	2	0	0	0	0	0
SLC8A1	17	21	19	44	42	38
LOC101929667	0	0	1	0	0	0
LOC105374473	0	0	0	0	0	0
LOC105374475	0	0	0	0	1	0
LOC105374497	2	2	0	0	0	4
LOC105374491	0	0	0	0	0	0
LINC01794	1	0	0	0	0	0
LOC105374506	0	0	0	0	0	0
LINC01913	0	0	0	0	2	0
LINC01914	0	0	0	0	0	0
LINC02898	0	0	0	1	0	1
LOC105374517	1	0	0	0	0	2
PKDCC	43	34	48	399	289	449
LOC105374531	2	0	0	0	0	0
EML4-AS1	0	0	1	0	0	0
EML4	1989	1544	1537	2872	1875	2655
LOC107985874	7	5	7	6	4	3
LOC107985873	91	90	77	138	82	121
COX7A2L	6183	4415	5204	34616	25816	34524
LOC105374537	0	0	1	0	0	0
KCNG3	38	31	32	23	15	15
MTA3	1684	1217	1290	9592	6556	9068
LOC105374555	4	4	9	4	2	2
OXER1	72	39	61	48	37	50
HAAO	377	216	275	940	756	792
LOC107985875	13	5	10	0	2	1
TRI-TAT2-1	1	1	2	0	0	0
LOC105374567	0	1	2	2	0	0
LOC105374568	0	0	0	0	0	0
LOC112268413	0	0	1	0	0	0
LINC01819	0	0	0	0	1	0
LOC107985876	0	3	2	8	3	5
LINC02580	0	0	0	0	0	1
LOC105374570	3	1	1	2	1	2
ZFP36L2	4401	3557	3377	2303	1420	1949
LINC01126	58	27	28	102	82	79
THADA	1631	1229	1413	2782	2052	2845
LOC107985877	59	54	65	101	92	118
PLEKHH2	1516	1143	1158	727	493	614
C1GALT1C1L	9	8	18	55	39	62
DYNC2LI1	362	281	307	660	435	605
LOC105374571	10	2	3	11	7	8
ABCG5	15	10	15	23	15	37
ABCG8	12	7	4	6	1	3
LOC102725159	0	0	0	0	0	0
LRPPRC	14693	11124	11500	23044	16649	22607
LOC102723904	84	59	69	88	63	90
PPM1B	1427	1096	1153	1976	1261	1844
SLC3A1	786	596	661	1147	835	1127
PREPL	2314	1761	1922	3480	2490	3496
CAMKMT	235	146	158	320	202	305
LOC107985878	17	10	23	26	7	18
LOC105374573	4	1	3	5	2	7
LINC01833	21	17	14	8	6	6
SIX3-AS1	1	1	0	1	0	1
SIX3	1	3	1	1	0	3
SIX2	152	92	92	108	69	73
LOC107985809	1	0	0	0	0	2
LINC01121	0	0	0	1	0	1
LOC105374576	0	0	0	0	0	0
LOC105374577	0	1	0	0	0	0
SRBD1	915	669	707	1486	1120	1489
LOC102724965	100	84	87	147	121	164
PRKCE	683	508	567	900	620	842
PRKCE-AS1	0	0	0	2	0	0
LOC101926974	1	0	0	0	0	0
LOC105374581	0	0	0	0	0	0
EPAS1	1256	845	920	216	183	202
LINC01820	0	1	0	0	0	0
LINC02583	0	0	0	0	0	0
TMEM247	0	0	0	0	0	0
ATP6V1E2	214	152	192	401	257	351
RHOQ	2950	1994	2356	2990	2167	2924
RHOQ-AS1	80	48	57	75	45	73
PIGF	1033	761	818	1425	1036	1457
CRIPT	567	456	495	1136	777	1193
LOC105374584	27	14	18	28	12	15
SOCS5	966	702	704	1073	747	1095
LINC01118	11	5	9	7	5	8
LINC01119	5	4	5	9	7	5
LOC107985880	5	7	3	3	11	0
MCFD2	2397	1754	1828	3870	2840	3868
TTC7A	634	434	511	1727	1168	1579
STPG4	3	1	2	4	1	5
CALM2	8912	7102	7553	15419	10967	15372
EPCAM-DT	43	29	37	56	51	53
LOC105374588	0	1	1	0	1	2
LOC107985882	0	0	2	0	0	1
BCYRN1	13	9	13	54	45	54
EPCAM	9294	6892	7337	12453	8878	11666
MIR559	30	28	30	43	28	36
MSH2	1456	1213	1155	3662	2499	3632
KCNK12	27	12	18	72	38	69
MSH2-OT1	2	5	1	3	6	3
LOC440864	4	2	0	4	0	2
LOC105374589	0	0	0	0	0	0
MSH6	2336	1795	1853	5236	3574	4863
FBXO11	2383	1714	1748	3116	2174	2847
LOC100506235	21	23	24	28	23	30
LOC105374590	4	2	5	5	0	4
LOC105374592	0	0	0	0	0	0
LOC105374591	0	0	0	0	0	0
LOC105374593	0	0	0	0	3	0
LOC102724008	0	0	0	3	0	1
FOXN2	1218	971	1046	1520	1066	1459
PPP1R21	1138	845	989	1464	937	1327
STON1-GTF2A1L	263	217	210	327	217	268
STON1	756	579	658	904	666	845
GTF2A1L	9	9	10	9	1	5
LHCGR	4	0	1	0	0	0
LOC105374594	0	0	0	0	2	0
FSHR	1	1	0	2	0	1
MIR548BA	0	0	0	0	0	0
LOC107985810	0	0	0	0	0	0
LOC105374595	0	0	0	0	0	0
NRXN1	2	0	1	0	0	0
LOC101927089	0	0	0	0	0	0
MIR8485	0	0	0	0	0	0
LOC730100	0	1	1	1	0	0
LOC105377627	0	0	0	0	0	0
LOC105374597	0	0	0	0	0	0
LOC107985766	0	0	0	0	0	0
LINC01867	0	0	0	0	0	0
LOC105374598	0	0	0	0	0	0
LOC107985883	0	0	0	0	0	0
MIR4431	0	0	0	0	0	0
LOC105369165	0	0	0	0	0	0
LOC105374600	3	1	2	6	1	2
LOC105374601	1	0	2	2	1	1
ASB3	312	206	257	522	396	535
GPR75-ASB3	287	197	237	491	358	511
CHAC2	66	38	39	183	121	209
ERLEC1	1589	1232	1362	2173	1404	2066
LOC112268415	168	127	153	220	142	197
MIR3682	6	5	8	5	2	2
GPR75	67	38	36	72	58	53
PSME4	2834	2200	2172	3128	2058	2779
ACYP2	218	168	169	299	202	297
LOC105374615	10	10	3	15	16	11
TSPYL6	3	1	0	2	0	3
LOC105374610	1	0	1	5	2	2
C2orf73	0	2	0	0	2	0
LOC102724072	0	0	0	0	0	3
SPTBN1	4722	3320	3818	6038	3994	5457
SPTBN1-AS1	1	3	1	4	4	3
RPL23AP32	0	1	1	0	0	0
LOC105374653	0	0	0	0	0	0
EML6	959	746	736	1254	771	1156
EML6-AS1	0	0	2	0	0	0
RTN4	5064	4084	4009	6134	3934	5389
LOC105374662	0	2	0	0	1	0
LOC105374674	0	6	3	0	1	0
CLHC1	321	259	265	479	312	469
RPS27A	25867	18720	21014	37999	28677	38908
MTIF2	2149	1694	1847	4079	2951	3975
PRORSD1P	73	66	70	189	101	152
CCDC88A	80	43	52	406	284	452
CFAP36	1454	1006	1130	2097	1529	2063
PPP4R3B	3939	2983	3067	6303	4504	6008
PPP4R3B-DT	22	16	24	55	39	44
PNPT1	1732	1284	1381	2577	1716	2495
LOC107985811	0	0	0	0	0	0
LOC112268416	2	6	8	14	9	5
EFEMP1	814	556	663	1940	1293	1791
LOC105374690	0	0	0	0	0	0
MIR217HG	0	0	0	0	0	0
MIR217	0	0	0	0	0	0
MIR216A	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0
LINC01813	0	0	0	0	0	0
LOC100129434	5	2	8	4	0	1
LOC107985795	0	0	0	1	0	1
CCDC85A	4	1	5	1	1	2
LOC101927213	2	0	0	0	0	0
LOC107985886	0	0	0	0	0	0
LOC105377632	8	9	7	8	2	6
LOC101927235	0	0	0	0	0	0
LOC105374697	0	0	1	0	0	0
LOC105377628	2	1	0	0	2	0
VRK2	807	584	642	1598	1066	1577
LOC105374726	0	0	0	0	1	0
LOC107984043	34	27	26	44	32	34
FANCL	389	281	316	932	598	906
LINC01795	1	0	0	1	0	2
LINC01122	11	3	7	15	5	14
LINC01793	0	0	0	0	0	0
LOC105374754	0	0	0	0	0	0
MIR4432HG	0	0	0	0	0	0
MIR4432	0	0	0	0	0	0
LOC102724142	0	0	0	0	0	0
BCL11A	2	0	0	0	0	0
PAPOLG	832	681	677	1257	952	1226
REL-DT	4	1	0	5	5	1
REL	2793	2142	2152	8027	5647	7912
PUS10	612	423	495	1015	760	973
PEX13	1440	1063	1115	1812	1296	1836
SANBR	592	496	487	609	399	523
LOC105374759	5	2	3	1	2	7
C2orf74-DT	307	202	262	571	389	572
C2orf74	344	259	345	935	625	837
C2orf74-AS1	11	14	14	21	23	34
AHSA2P	4406	3234	3580	7562	5067	6493
USP34	7658	5892	6279	10729	7300	10604
SNORA70B	0	0	0	0	0	0
USP34-DT	19	17	21	44	17	34
XPO1	12694	9952	10201	22262	15815	22166
LOC107985767	9	4	7	18	17	21
LOC105374760	0	3	1	0	0	0
FAM161A	189	126	116	515	363	484
CCT4	6880	5130	5592	11391	7722	11000
COMMD1	1070	846	832	1792	1196	1597
LOC107985768	1	0	0	0	0	2
B3GNT2	1250	907	964	1271	896	1219
MIR5192	5	0	0	6	1	1
LOC105374761	7	2	4	0	0	1
LOC105374764	31	20	15	27	15	30
TMEM17	50	39	43	106	73	88
EHBP1	1089	817	932	1797	1210	1733
EHBP1-AS1	110	85	106	195	131	196
OTX1	136	86	111	212	164	184
DBIL5P2	3	2	1	0	4	1
WDPCP	245	190	173	322	295	324
LOC107985769	2	2	1	4	0	2
MDH1	2431	1904	2002	4577	3374	4723
UGP2	1809	1383	1419	2621	1902	2632
VPS54	1090	799	841	1190	837	1184
PELI1	192	146	177	165	126	147
LINC00309	0	0	0	0	0	0
LOC100507006	1	0	1	1	0	0
LOC105374768	0	0	0	0	0	0
LOC105374769	0	0	0	0	0	0
MIR4433B	0	0	0	0	0	0
MIR4433A	0	0	0	0	0	0
LGALSL-DT	45	23	17	29	23	23
LGALSL	210	160	135	186	159	230
LINC01805	0	0	0	0	0	0
LOC105374773	31	27	25	64	19	46
AFTPH-DT	2	6	5	3	10	5
AFTPH	2241	1748	1701	2496	1852	2475
MIR4434	0	1	0	1	0	0
LOC105374772	18	13	15	18	12	17
LINC02579	0	1	1	2	0	2
SERTAD2	699	505	535	1383	824	1184
LOC105374775	6	2	6	8	4	1
LOC105374777	1	0	0	3	0	2
LOC105374776	0	0	0	0	0	2
LINC01800	0	0	0	0	0	0
LINC02245	0	0	0	4	0	1
LOC107985888	3	2	3	1	5	5
LOC107984063	110	97	90	128	78	124
SLC1A4	301	207	227	448	248	394
LINC02576	11	5	9	11	5	8
CEP68	1347	887	975	1905	1304	1852
RAB1A	5162	3915	4127	6679	4477	6060
ACTR2	8086	5879	6576	12436	8280	11228
SPRED2	1332	965	1091	1521	925	1277
LOC105374780	43	34	49	35	28	34
LOC105374781	1	4	1	1	0	3
LOC107985889	0	0	0	0	0	0
LOC105369167	0	0	0	0	0	0
LOC101927533	0	0	0	0	0	0
LINC02934	0	0	0	0	0	0
LOC107985890	0	1	0	0	0	0
LOC107985812	0	0	0	0	0	0
MIR4778	0	0	0	0	0	0
LINC01873	3	0	1	1	4	3
MEIS1-AS3	0	0	0	1	0	2
MEIS1	115	56	66	206	116	178
MEIS1-AS2	0	2	4	0	3	0
LINC01798	0	0	0	1	1	1
LINC01797	0	0	0	0	0	0
LINC01799	0	0	0	0	0	0
LINC01628	0	0	0	0	0	0
LOC105374785	0	0	0	0	0	0
LINC01828	0	0	0	0	0	0
LINC01829	1	0	0	0	0	0
LOC101927661	0	0	0	0	0	0
ETAA1	445	374	415	967	725	984
LOC107985891	0	0	0	0	0	0
LOC105374786	0	0	1	0	0	0
LINC02831	0	0	0	0	0	0
LINC01812	0	0	0	0	0	0
C1D	414	320	390	775	530	777
LOC105374789	25	10	15	14	12	6
DNAAF10	466	332	369	709	497	676
PNO1	906	665	762	1349	903	1377
PPP3R1	2436	1773	2049	3317	2183	3136
LOC107985892	0	2	0	2	0	1
CNRIP1	0	0	0	0	1	0
LOC102724389	0	0	0	1	0	1
LOC101927723	0	0	0	0	0	0
PLEK	3	1	2	0	0	2
FBXO48	28	19	27	68	57	60
APLF	2	2	1	0	0	0
PROKR1	1	0	0	0	0	0
ARHGAP25	3	1	1	0	0	1
LOC105374790	0	0	0	0	0	0
LINC01890	0	0	0	0	0	0
LINC01888	0	0	0	0	0	0
BMP10	0	0	1	0	0	0
LOC105374792	0	0	0	0	0	0
LOC107985894	0	0	0	0	0	0
GKN2	0	0	0	0	0	0
GKN1	1	0	0	0	0	0
ANTXR1	761	576	598	1046	697	889
MIR3126	0	0	0	0	0	0
GFPT1	3436	2614	2704	3838	2533	3559
NFU1	549	414	456	1001	681	1005
AAK1	1514	1221	1195	794	524	763
LOC112268437	225	176	190	110	83	102
SNORA36C	0	0	0	0	0	0
ANXA4	2299	1483	1834	3548	2656	3495
SMANTIS	10	9	9	15	7	6
GMCL1	1634	1185	1295	2457	1649	2169
SNRNP27	616	424	456	1118	878	1229
MXD1	2098	1584	1584	2222	1498	1999
ASPRV1	43	22	26	41	38	48
PCBP1-AS1	222	150	206	338	261	332
PCBP1	10758	7351	8700	16286	10729	14290
LINC01816	21	18	17	57	48	42
C2orf42	521	408	430	757	499	711
TIA1	6517	4869	5388	11293	7672	10640
TRG-CCC2-1	0	0	0	0	0	0
MIR1285-2	0	0	0	0	0	0
PCYOX1	3282	2345	2543	4170	3027	4105
SNRPG	1085	839	885	2654	1774	2529
FAM136A	2242	1505	1877	4117	2960	4112
TGFA	161	89	127	501	321	481
TGFA-IT1	0	0	0	0	0	0
LOC107985895	0	0	0	0	0	0
ADD2	7	0	1	0	1	1
LOC105374794	0	0	0	0	1	0
FIGLA	0	0	0	0	0	0
CLEC4F	1	0	3	8	6	1
CD207	1	0	4	1	2	7
LINC01143	2	1	4	7	9	12
VAX2	134	81	103	157	80	128
ATP6V1B1	115	87	98	105	105	105
ATP6V1B1-AS1	6	9	5	17	13	15
LOC105374795	29	30	21	62	46	42
ANKRD53	511	355	405	646	446	600
TEX261	3579	2286	2897	4404	3071	4123
LOC105374796	2	0	0	1	0	1
OR7E91P	13	2	8	5	7	13
NAGK	2606	1793	2089	2717	1884	2394
MCEE	244	178	225	439	269	343
MPHOSPH10	1839	1307	1427	2237	1525	2195
PAIP2B	398	289	349	976	699	1054
LOC105374797	0	0	0	7	5	6
ZNF638	5068	3958	4173	9095	6616	9241
DYSF	53	34	59	98	75	88
LOC107985896	0	0	0	0	0	0
LOC105374798	0	1	0	0	0	0
CYP26B1	38	25	18	93	44	72
EXOC6B	1594	1114	1219	1643	1221	1534
SPR	2666	1956	2223	4279	2904	3860
EMX1	294	223	272	692	439	565
SFXN5	2781	1790	2200	3141	2213	2832
LOC107985897	28	30	46	72	39	54
LOC105374800	49	14	25	45	25	57
RAB11FIP5	666	438	560	457	313	394
NOTO	0	1	0	1	0	0
SMYD5	1359	939	1162	2037	1459	1911
PRADC1	325	204	224	305	247	305
CCT7	10128	7234	8393	15554	10859	15144
FBXO41	1904	1294	1592	2421	1543	2120
EGR4	2	1	4	1	3	0
LOC105374802	0	0	2	3	2	2
LOC105374803	4	2	4	9	2	7
LOC105374804	0	0	0	2	1	0
ALMS1	2032	1613	1631	4322	3133	4244
ALMS1-IT1	27	23	17	66	77	80
NAT8	24	13	28	32	19	26
ALMS1P1	40	39	38	62	39	47
LOC112268418	31	22	28	63	36	42
NAT8B	19	14	13	12	8	11
TPRKB	556	393	445	877	659	932
DUSP11	966	648	723	1324	891	1197
C2orf78	5	1	2	1	0	0
LOC105374807	10	7	4	28	5	15
STAMBP	1643	1178	1267	2230	1495	2097
LOC112268419	202	119	150	287	256	284
ACTG2	35	13	11	1	3	2
DGUOK	1057	700	814	1341	922	1221
DGUOK-AS1	223	150	180	320	210	299
TET3	5721	3762	4583	8133	5261	6864
LOC107985898	115	71	91	149	102	125
BOLA3	263	230	231	2340	1544	2332
BOLA3-DT	45	33	42	55	41	42
MOB1A	4804	3635	4001	7595	5138	6916
MTHFD2	5317	3972	4258	8064	5615	7753
SLC4A5	158	105	129	177	102	160
DCTN1	8006	5217	6324	11282	7530	10204
DCTN1-AS1	68	38	51	73	44	73
C2orf81	592	387	438	983	700	865
WDR54	1176	734	908	2607	1691	2294
RTKN	1591	1099	1361	11020	7212	9944
INO80B-WBP1	2716	1725	2228	4662	3313	4290
INO80B	962	586	756	1496	998	1282
WBP1	2050	1375	1747	3939	2881	3685
MOGS	3486	2397	2864	4861	3170	4197
MRPL53	845	569	736	1817	1410	1882
CCDC142	887	613	756	1418	1038	1253
TTC31	1953	1271	1550	2640	1875	2382
LBX2	126	65	91	251	145	204
LBX2-AS1	105	90	96	201	120	177
PCGF1	745	559	631	1123	772	1064
TLX2	14	9	7	19	17	16
DQX1	65	40	56	174	109	167
AUP1	5106	3289	4035	6494	4462	5953
HTRA2	1738	1164	1377	2565	1664	2267
LOXL3	551	398	463	1058	717	895
DOK1	479	296	390	1063	717	881
M1AP	3	9	7	17	10	18
SEMA4F	544	438	459	556	386	477
LOC105374808	5	4	9	8	8	8
LOC102724497	13	4	10	9	4	2
LOC102724482	0	0	0	1	0	0
